ID Pregunta,ID Tema,Tema,ID SubTema,Subtema,n Pregunta,Pregunta,ID Respuesta,n Respuesta,Es Correcta,Descripcio,Comentaris
PN1248,12,Sociología,52,Estructura Social,2,¿Qué río es el más largo de Estructura Social?,RN12482,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1248,12,Sociología,52,Estructura Social,2,¿Qué río es el más largo de Estructura Social?,RN12483,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1248,12,Sociología,52,Estructura Social,2,¿Qué río es el más largo de Estructura Social?,RN12484,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1249,12,Sociología,52,Estructura Social,3,¿Cuál es la montaña más alta en Estructura Social?,RN12491,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1249,12,Sociología,52,Estructura Social,3,¿Cuál es la montaña más alta en Estructura Social?,RN12492,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1249,12,Sociología,52,Estructura Social,3,¿Cuál es la montaña más alta en Estructura Social?,RN12493,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1249,12,Sociología,52,Estructura Social,3,¿Cuál es la montaña más alta en Estructura Social?,RN12494,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1250,12,Sociología,52,Estructura Social,4,¿En qué época ocurrió la guerra en Estructura Social?,RN12501,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1250,12,Sociología,52,Estructura Social,4,¿En qué época ocurrió la guerra en Estructura Social?,RN12502,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1250,12,Sociología,52,Estructura Social,4,¿En qué época ocurrió la guerra en Estructura Social?,RN12503,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1250,12,Sociología,52,Estructura Social,4,¿En qué época ocurrió la guerra en Estructura Social?,RN12504,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1251,12,Sociología,53,Cambio Social,1,¿Cuál es la capital de Cambio Social?,RN12511,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1251,12,Sociología,53,Cambio Social,1,¿Cuál es la capital de Cambio Social?,RN12512,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1251,12,Sociología,53,Cambio Social,1,¿Cuál es la capital de Cambio Social?,RN12513,3,no,London,Explicación: esta respuesta es incorrecta.
PN1251,12,Sociología,53,Cambio Social,1,¿Cuál es la capital de Cambio Social?,RN12514,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1252,12,Sociología,53,Cambio Social,2,¿Qué río es el más largo de Cambio Social?,RN12521,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1252,12,Sociología,53,Cambio Social,2,¿Qué río es el más largo de Cambio Social?,RN12522,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1252,12,Sociología,53,Cambio Social,2,¿Qué río es el más largo de Cambio Social?,RN12523,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1252,12,Sociología,53,Cambio Social,2,¿Qué río es el más largo de Cambio Social?,RN12524,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1253,12,Sociología,53,Cambio Social,3,¿Cuál es la montaña más alta en Cambio Social?,RN12531,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1253,12,Sociología,53,Cambio Social,3,¿Cuál es la montaña más alta en Cambio Social?,RN12532,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1253,12,Sociología,53,Cambio Social,3,¿Cuál es la montaña más alta en Cambio Social?,RN12533,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1253,12,Sociología,53,Cambio Social,3,¿Cuál es la montaña más alta en Cambio Social?,RN12534,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1254,12,Sociología,53,Cambio Social,4,¿En qué época ocurrió la guerra en Cambio Social?,RN12541,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1254,12,Sociología,53,Cambio Social,4,¿En qué época ocurrió la guerra en Cambio Social?,RN12542,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1254,12,Sociología,53,Cambio Social,4,¿En qué época ocurrió la guerra en Cambio Social?,RN12543,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1254,12,Sociología,53,Cambio Social,4,¿En qué época ocurrió la guerra en Cambio Social?,RN12544,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
PN1255,12,Sociología,54,Cultura,1,¿Cuál es la capital de Cultura?,RN12551,1,sí,Madrid,Explicación: esta es la respuesta correcta.
PN1255,12,Sociología,54,Cultura,1,¿Cuál es la capital de Cultura?,RN12552,2,no,Paris,Explicación: esta respuesta es incorrecta.
PN1255,12,Sociología,54,Cultura,1,¿Cuál es la capital de Cultura?,RN12553,3,no,London,Explicación: esta respuesta es incorrecta.
PN1255,12,Sociología,54,Cultura,1,¿Cuál es la capital de Cultura?,RN12554,4,no,Berlin,Explicación: esta respuesta es incorrecta.
PN1256,12,Sociología,54,Cultura,2,¿Qué río es el más largo de Cultura?,RN12561,1,sí,Amazonas,Explicación: esta es la respuesta correcta.
PN1256,12,Sociología,54,Cultura,2,¿Qué río es el más largo de Cultura?,RN12562,2,no,Nilo,Explicación: esta respuesta es incorrecta.
PN1256,12,Sociología,54,Cultura,2,¿Qué río es el más largo de Cultura?,RN12563,3,no,Misisipi,Explicación: esta respuesta es incorrecta.
PN1256,12,Sociología,54,Cultura,2,¿Qué río es el más largo de Cultura?,RN12564,4,no,Yangtsé,Explicación: esta respuesta es incorrecta.
PN1257,12,Sociología,54,Cultura,3,¿Cuál es la montaña más alta en Cultura?,RN12571,1,sí,Respuesta A,Explicación: esta es la respuesta correcta.
PN1257,12,Sociología,54,Cultura,3,¿Cuál es la montaña más alta en Cultura?,RN12572,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1257,12,Sociología,54,Cultura,3,¿Cuál es la montaña más alta en Cultura?,RN12573,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1257,12,Sociología,54,Cultura,3,¿Cuál es la montaña más alta en Cultura?,RN12574,4,no,Respuesta D,Explicación: esta respuesta es incorrecta.
PN1258,12,Sociología,54,Cultura,4,¿En qué época ocurrió la guerra en Cultura?,RN12581,1,no,Respuesta A,Explicación: esta respuesta es incorrecta.
PN1258,12,Sociología,54,Cultura,4,¿En qué época ocurrió la guerra en Cultura?,RN12582,2,no,Respuesta B,Explicación: esta respuesta es incorrecta.
PN1258,12,Sociología,54,Cultura,4,¿En qué época ocurrió la guerra en Cultura?,RN12583,3,no,Respuesta C,Explicación: esta respuesta es incorrecta.
PN1258,12,Sociología,54,Cultura,4,¿En qué época ocurrió la guerra en Cultura?,RN12584,4,sí,Respuesta D,Explicación: esta es la respuesta correcta.
